company,id,year,year end date,event,event date,liability,instrument,type,subtype,section,traded,price,spread
"Alabama, NO, T & Pacific Junction Railway",RL001,1913,31/12/1913,AU,10/02/1914,equity,common,,,american railroad stocks and shares,FALSE,FALSE,FALSE
"Alabama, NO, T & Pacific Junction Railway",RL001,1913,31/12/1913,AU,10/02/1914,equity,preferred,,,american railroad stocks and shares,TRUE,TRUE,TRUE
"Alabama, NO, T & Pacific Junction Railway",RL001,1913,31/12/1913,AU,10/02/1914,equity,deferred,,,american railroad stocks and shares,TRUE,TRUE,TRUE
"Alabama, NO, T & Pacific Junction Railway",RL001,1913,31/12/1913,AU,10/02/1914,debt,bond,,,american ralroad bonds - sterling,TRUE,FALSE,TRUE
"Alabama, NO, T & Pacific Junction Railway",RL001,1913,31/12/1913,AU,10/02/1914,debt,bond,,,american ralroad bonds - sterling,TRUE,TRUE,TRUE
"Alabama, NO, T & Pacific Junction Railway",RL001,1913,31/12/1913,AU,10/02/1914,debt,bond,,,american ralroad bonds - sterling,TRUE,TRUE,TRUE
"Alabama, NO, T & Pacific Junction Railway",RL001,1913,31/12/1913,LD,14/02/1914,equity,common,,,american railroad stocks and shares,FALSE,FALSE,FALSE
"Alabama, NO, T & Pacific Junction Railway",RL001,1913,31/12/1913,LD,14/02/1914,equity,preferred,,,american railroad stocks and shares,TRUE,FALSE,TRUE
"Alabama, NO, T & Pacific Junction Railway",RL001,1913,31/12/1913,LD,14/02/1914,equity,deferred,,,american railroad stocks and shares,TRUE,TRUE,TRUE
"Alabama, NO, T & Pacific Junction Railway",RL001,1913,31/12/1913,LD,14/02/1914,debt,bond,,,american ralroad bonds - sterling,TRUE,FALSE,TRUE
"Alabama, NO, T & Pacific Junction Railway",RL001,1913,31/12/1913,LD,14/02/1914,debt,bond,,,american ralroad bonds - sterling,TRUE,FALSE,TRUE
"Alabama, NO, T & Pacific Junction Railway",RL001,1913,31/12/1913,LD,14/02/1914,debt,bond,,,american ralroad bonds - sterling,TRUE,FALSE,TRUE
"Alabama, NO, T & Pacific Junction Railway",RL001,1913,31/12/1913,FC,21/02/1914,equity,common,,,american railroad stocks and shares,FALSE,FALSE,FALSE
"Alabama, NO, T & Pacific Junction Railway",RL001,1913,31/12/1913,FC,21/02/1914,equity,preferred,,,american railroad stocks and shares,TRUE,TRUE,TRUE
"Alabama, NO, T & Pacific Junction Railway",RL001,1913,31/12/1913,FC,21/02/1914,equity,deferred,,,american railroad stocks and shares,TRUE,TRUE,TRUE
"Alabama, NO, T & Pacific Junction Railway",RL001,1913,31/12/1913,FC,21/02/1914,debt,bond,,,american ralroad bonds - sterling,TRUE,FALSE,TRUE
"Alabama, NO, T & Pacific Junction Railway",RL001,1913,31/12/1913,FC,21/02/1914,debt,bond,,,american ralroad bonds - sterling,TRUE,TRUE,TRUE
"Alabama, NO, T & Pacific Junction Railway",RL001,1913,31/12/1913,FC,21/02/1914,debt,bond,,,american ralroad bonds - sterling,TRUE,TRUE,TRUE
"Alabama, NO, T & Pacific Junction Railway",RL001,1913,31/12/1913,GM,25/02/1914,equity,common,,,american railroad stocks and shares,FALSE,FALSE,FALSE
"Alabama, NO, T & Pacific Junction Railway",RL001,1913,31/12/1913,GM,25/02/1914,equity,preferred,,,american railroad stocks and shares,TRUE,FALSE,TRUE
"Alabama, NO, T & Pacific Junction Railway",RL001,1913,31/12/1913,GM,25/02/1914,equity,deferred,,,american railroad stocks and shares,TRUE,FALSE,TRUE
"Alabama, NO, T & Pacific Junction Railway",RL001,1913,31/12/1913,GM,25/02/1914,debt,bond,,,american ralroad bonds - sterling,TRUE,FALSE,TRUE
"Alabama, NO, T & Pacific Junction Railway",RL001,1913,31/12/1913,GM,25/02/1914,debt,bond,,,american ralroad bonds - sterling,TRUE,FALSE,TRUE
"Alabama, NO, T & Pacific Junction Railway",RL001,1913,31/12/1913,GM,25/02/1914,debt,bond,,,american ralroad bonds - sterling,TRUE,TRUE,TRUE
"Alabama, NO, T & Pacific Junction Railway",RL001,1913,31/12/1913,LC,14/03/1914,equity,common,,,american railroad stocks and shares,FALSE,FALSE,FALSE
"Alabama, NO, T & Pacific Junction Railway",RL001,1913,31/12/1913,LC,14/03/1914,equity,preferred,,,american railroad stocks and shares,TRUE,FALSE,TRUE
"Alabama, NO, T & Pacific Junction Railway",RL001,1913,31/12/1913,LC,14/03/1914,equity,deferred,,,american railroad stocks and shares,TRUE,FALSE,TRUE
"Alabama, NO, T & Pacific Junction Railway",RL001,1913,31/12/1913,LC,14/03/1914,debt,bond,,,american ralroad bonds - sterling,TRUE,FALSE,TRUE
"Alabama, NO, T & Pacific Junction Railway",RL001,1913,31/12/1913,LC,14/03/1914,debt,bond,,,american ralroad bonds - sterling,TRUE,FALSE,TRUE
"Alabama, NO, T & Pacific Junction Railway",RL001,1913,31/12/1913,LC,14/03/1914,debt,bond,,,american ralroad bonds - sterling,TRUE,FALSE,TRUE
Alexandra (Newport) Docks & Railway,RL002,1913,31/12/1913,LD,27/01/1914,equity,common,,,railways - ordinary shares and stocks,FALSE,FALSE,FALSE
Alexandra (Newport) Docks & Railway,RL002,1913,31/12/1913,LD,27/01/1914,equity,debenture,perpetual,,railways - debenture stocks,TRUE,FALSE,TRUE
Alexandra (Newport) Docks & Railway,RL002,1913,31/12/1913,LD,27/01/1914,equity,preferred,first,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Alexandra (Newport) Docks & Railway,RL002,1913,31/12/1913,LD,27/01/1914,equity,preferred,second,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Alexandra (Newport) Docks & Railway,RL002,1913,31/12/1913,AU,27/01/1914,equity,common,,,railways - ordinary shares and stocks,FALSE,FALSE,FALSE
Alexandra (Newport) Docks & Railway,RL002,1913,31/12/1913,AU,27/01/1914,equity,debenture,perpetual,,railways - debenture stocks,TRUE,FALSE,TRUE
Alexandra (Newport) Docks & Railway,RL002,1913,31/12/1913,AU,27/01/1914,equity,preferred,first,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Alexandra (Newport) Docks & Railway,RL002,1913,31/12/1913,AU,27/01/1914,equity,preferred,second,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Alexandra (Newport) Docks & Railway,RL002,1913,31/12/1913,FC,05/02/1914,equity,common,,,railways - ordinary shares and stocks,FALSE,FALSE,FALSE
Alexandra (Newport) Docks & Railway,RL002,1913,31/12/1913,FC,05/02/1914,equity,debenture,perpetual,,railways - debenture stocks,TRUE,FALSE,TRUE
Alexandra (Newport) Docks & Railway,RL002,1913,31/12/1913,FC,05/02/1914,equity,preferred,first,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Alexandra (Newport) Docks & Railway,RL002,1913,31/12/1913,FC,05/02/1914,equity,preferred,second,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Alexandra (Newport) Docks & Railway,RL002,1913,31/12/1913,GM,12/02/1914,equity,common,,,railways - ordinary shares and stocks,FALSE,FALSE,FALSE
Alexandra (Newport) Docks & Railway,RL002,1913,31/12/1913,GM,12/02/1914,equity,debenture,perpetual,,railways - debenture stocks,TRUE,FALSE,TRUE
Alexandra (Newport) Docks & Railway,RL002,1913,31/12/1913,GM,12/02/1914,equity,preferred,first,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Alexandra (Newport) Docks & Railway,RL002,1913,31/12/1913,GM,12/02/1914,equity,preferred,second,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Alexandra (Newport) Docks & Railway,RL002,1913,31/12/1913,LC,14/02/1914,equity,common,,,railways - ordinary shares and stocks,FALSE,FALSE,FALSE
Alexandra (Newport) Docks & Railway,RL002,1913,31/12/1913,LC,14/02/1914,equity,debenture,perpetual,,railways - debenture stocks,TRUE,FALSE,TRUE
Alexandra (Newport) Docks & Railway,RL002,1913,31/12/1913,LC,14/02/1914,equity,preferred,first,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Alexandra (Newport) Docks & Railway,RL002,1913,31/12/1913,LC,14/02/1914,equity,preferred,second,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Antofagasta & Bolivia Railway,RL003,1913,31/12/1913,AU,26/05/1914,equity,common,,,foreign railways,FALSE,FALSE,FALSE
Antofagasta & Bolivia Railway,RL003,1913,31/12/1913,AU,26/05/1914,equity,preferred,,,foreign railways,TRUE,FALSE,TRUE
Antofagasta & Bolivia Railway,RL003,1913,31/12/1913,AU,26/05/1914,equity,deferred,,,foreign railways,TRUE,TRUE,TRUE
Antofagasta & Bolivia Railway,RL003,1913,31/12/1913,AU,26/05/1914,equity,preferred,cumulative,,foreign railways,TRUE,TRUE,TRUE
Antofagasta & Bolivia Railway,RL003,1913,31/12/1913,AU,26/05/1914,equity,debenture,perpetual,,foreign railways,TRUE,FALSE,TRUE
Antofagasta & Bolivia Railway,RL003,1913,31/12/1913,AU,26/05/1914,equity,debenture,redeemable,4-1/2%,foreign railways,TRUE,FALSE,TRUE
Antofagasta & Bolivia Railway,RL003,1913,31/12/1913,AU,26/05/1914,equity,debenture,redeemable,5%,foreign railways,TRUE,TRUE,TRUE
Antofagasta & Bolivia Railway,RL003,1913,31/12/1913,AU,26/05/1914,equity,debenture,redeemable,5% - Bolivia,foreign railways,TRUE,TRUE,TRUE
Antofagasta & Bolivia Railway,RL003,1913,31/12/1913,LD,29/05/1914,equity,common,,,foreign railways,FALSE,FALSE,FALSE
Antofagasta & Bolivia Railway,RL003,1913,31/12/1913,LD,29/05/1914,equity,preferred,,,foreign railways,TRUE,TRUE,TRUE
Antofagasta & Bolivia Railway,RL003,1913,31/12/1913,LD,29/05/1914,equity,deferred,,,foreign railways,TRUE,TRUE,TRUE
Antofagasta & Bolivia Railway,RL003,1913,31/12/1913,LD,29/05/1914,equity,preferred,cumulative,,foreign railways,TRUE,TRUE,TRUE
Antofagasta & Bolivia Railway,RL003,1913,31/12/1913,LD,29/05/1914,equity,debenture,perpetual,,foreign railways,TRUE,FALSE,TRUE
Antofagasta & Bolivia Railway,RL003,1913,31/12/1913,LD,29/05/1914,equity,debenture,redeemable,4-1/2%,foreign railways,TRUE,FALSE,TRUE
Antofagasta & Bolivia Railway,RL003,1913,31/12/1913,LD,29/05/1914,equity,debenture,redeemable,5%,foreign railways,TRUE,TRUE,TRUE
Antofagasta & Bolivia Railway,RL003,1913,31/12/1913,LD,29/05/1914,equity,debenture,redeemable,5% - Bolivia,foreign railways,TRUE,TRUE,TRUE
Antofagasta & Bolivia Railway,RL003,1913,31/12/1913,FC,02/06/1914,equity,common,,,foreign railways,FALSE,FALSE,FALSE
Antofagasta & Bolivia Railway,RL003,1913,31/12/1913,FC,02/06/1914,equity,preferred,,,foreign railways,TRUE,TRUE,TRUE
Antofagasta & Bolivia Railway,RL003,1913,31/12/1913,FC,02/06/1914,equity,deferred,,,foreign railways,TRUE,TRUE,TRUE
Antofagasta & Bolivia Railway,RL003,1913,31/12/1913,FC,02/06/1914,equity,preferred,cumulative,,foreign railways,TRUE,FALSE,TRUE
Antofagasta & Bolivia Railway,RL003,1913,31/12/1913,FC,02/06/1914,equity,debenture,perpetual,,foreign railways,TRUE,FALSE,TRUE
Antofagasta & Bolivia Railway,RL003,1913,31/12/1913,FC,02/06/1914,equity,debenture,redeemable,4-1/2%,foreign railways,TRUE,TRUE,TRUE
Antofagasta & Bolivia Railway,RL003,1913,31/12/1913,FC,02/06/1914,equity,debenture,redeemable,5%,foreign railways,TRUE,FALSE,TRUE
Antofagasta & Bolivia Railway,RL003,1913,31/12/1913,FC,02/06/1914,equity,debenture,redeemable,5% - Bolivia,foreign railways,TRUE,FALSE,TRUE
Antofagasta & Bolivia Railway,RL003,1913,31/12/1913,LC,09/06/1914,equity,common,,,foreign railways,FALSE,FALSE,FALSE
Antofagasta & Bolivia Railway,RL003,1913,31/12/1913,LC,09/06/1914,equity,preferred,,,foreign railways,TRUE,TRUE,TRUE
Antofagasta & Bolivia Railway,RL003,1913,31/12/1913,LC,09/06/1914,equity,deferred,,,foreign railways,TRUE,TRUE,TRUE
Antofagasta & Bolivia Railway,RL003,1913,31/12/1913,LC,09/06/1914,equity,preferred,cumulative,,foreign railways,TRUE,FALSE,TRUE
Antofagasta & Bolivia Railway,RL003,1913,31/12/1913,LC,09/06/1914,equity,debenture,perpetual,,foreign railways,TRUE,FALSE,TRUE
Antofagasta & Bolivia Railway,RL003,1913,31/12/1913,LC,09/06/1914,equity,debenture,redeemable,4-1/2%,foreign railways,TRUE,FALSE,TRUE
Antofagasta & Bolivia Railway,RL003,1913,31/12/1913,LC,09/06/1914,equity,debenture,redeemable,5%,foreign railways,TRUE,FALSE,TRUE
Antofagasta & Bolivia Railway,RL003,1913,31/12/1913,LC,09/06/1914,equity,debenture,redeemable,5% - Bolivia,foreign railways,TRUE,TRUE,TRUE
Antofagasta & Bolivia Railway,RL003,1913,31/12/1913,GM,09/06/1914,equity,common,,,foreign railways,FALSE,FALSE,FALSE
Antofagasta & Bolivia Railway,RL003,1913,31/12/1913,GM,09/06/1914,equity,preferred,,,foreign railways,TRUE,TRUE,TRUE
Antofagasta & Bolivia Railway,RL003,1913,31/12/1913,GM,09/06/1914,equity,deferred,,,foreign railways,TRUE,TRUE,TRUE
Antofagasta & Bolivia Railway,RL003,1913,31/12/1913,GM,09/06/1914,equity,preferred,cumulative,,foreign railways,TRUE,FALSE,TRUE
Antofagasta & Bolivia Railway,RL003,1913,31/12/1913,GM,09/06/1914,equity,debenture,perpetual,,foreign railways,TRUE,FALSE,TRUE
Antofagasta & Bolivia Railway,RL003,1913,31/12/1913,GM,09/06/1914,equity,debenture,redeemable,4-1/2%,foreign railways,TRUE,FALSE,TRUE
Antofagasta & Bolivia Railway,RL003,1913,31/12/1913,GM,09/06/1914,equity,debenture,redeemable,5%,foreign railways,TRUE,FALSE,TRUE
Antofagasta & Bolivia Railway,RL003,1913,31/12/1913,GM,09/06/1914,equity,debenture,redeemable,5% - Bolivia,foreign railways,TRUE,TRUE,TRUE
Argentine Great Western Railway,RL004,1913,30/06/1913,LD,04/11/1913,equity,common,,,foreign railways,TRUE,FALSE,TRUE
Argentine Great Western Railway,RL004,1913,30/06/1913,LD,04/11/1913,equity,preferred,,,foreign railways,TRUE,FALSE,TRUE
Argentine Great Western Railway,RL004,1913,30/06/1913,LD,04/11/1913,equity,debenture,first,,foreign railways,TRUE,FALSE,TRUE
Argentine Great Western Railway,RL004,1913,30/06/1913,LD,04/11/1913,equity,debenture,second,,foreign railways,TRUE,FALSE,TRUE
Argentine Great Western Railway,RL004,1913,30/06/1913,LD,04/11/1913,equity,debenture,,,foreign railways,TRUE,TRUE,TRUE
Argentine Great Western Railway,RL004,1913,30/06/1913,AU,04/11/1913,equity,common,,,foreign railways,TRUE,FALSE,TRUE
Argentine Great Western Railway,RL004,1913,30/06/1913,AU,04/11/1913,equity,preferred,,,foreign railways,TRUE,FALSE,TRUE
Argentine Great Western Railway,RL004,1913,30/06/1913,AU,04/11/1913,equity,debenture,first,,foreign railways,TRUE,FALSE,TRUE
Argentine Great Western Railway,RL004,1913,30/06/1913,AU,04/11/1913,equity,debenture,second,,foreign railways,TRUE,FALSE,TRUE
Argentine Great Western Railway,RL004,1913,30/06/1913,AU,04/11/1913,equity,debenture,,,foreign railways,TRUE,TRUE,TRUE
Argentine Great Western Railway,RL004,1913,30/06/1913,GM,12/11/1913,equity,common,,,foreign railways,TRUE,FALSE,TRUE
Argentine Great Western Railway,RL004,1913,30/06/1913,GM,12/11/1913,equity,preferred,,,foreign railways,TRUE,FALSE,TRUE
Argentine Great Western Railway,RL004,1913,30/06/1913,GM,12/11/1913,equity,debenture,first,,foreign railways,TRUE,TRUE,TRUE
Argentine Great Western Railway,RL004,1913,30/06/1913,GM,12/11/1913,equity,debenture,second,,foreign railways,TRUE,TRUE,TRUE
Argentine Great Western Railway,RL004,1913,30/06/1913,GM,12/11/1913,equity,debenture,,,foreign railways,TRUE,TRUE,TRUE
Argentine North Eastern Railway,RL005,1913,30/06/1913,AU,26/11/1913,equity,common,,,foreign railways,TRUE,FALSE,TRUE
Argentine North Eastern Railway,RL005,1913,30/06/1913,AU,26/11/1913,equity,debenture,A,,foreign railways,TRUE,FALSE,TRUE
Argentine North Eastern Railway,RL005,1913,30/06/1913,AU,26/11/1913,debt,debenture,,,foreign railways,TRUE,FALSE,TRUE
Argentine North Eastern Railway,RL005,1913,30/06/1913,AU,26/11/1913,equity,debenture,B,,foreign railways,TRUE,FALSE,TRUE
Argentine North Eastern Railway,RL005,1913,30/06/1913,AU,26/11/1913,debt,debenture,,,foreign railways,TRUE,FALSE,TRUE
Argentine North Eastern Railway,RL005,1913,30/06/1913,AU,26/11/1913,equity,debenture,C,,foreign railways,TRUE,FALSE,TRUE
Argentine North Eastern Railway,RL005,1913,30/06/1913,AU,26/11/1913,debt,debenture,,,foreign railways,TRUE,FALSE,TRUE
Argentine North Eastern Railway,RL005,1913,30/06/1913,LD,10/12/1913,equity,common,,,foreign railways,TRUE,FALSE,TRUE
Argentine North Eastern Railway,RL005,1913,30/06/1913,LD,10/12/1913,equity,debenture,A,,foreign railways,TRUE,FALSE,TRUE
Argentine North Eastern Railway,RL005,1913,30/06/1913,LD,10/12/1913,debt,debenture,,,foreign railways,TRUE,FALSE,TRUE
Argentine North Eastern Railway,RL005,1913,30/06/1913,LD,10/12/1913,equity,debenture,B,,foreign railways,TRUE,FALSE,TRUE
Argentine North Eastern Railway,RL005,1913,30/06/1913,LD,10/12/1913,debt,debenture,,,foreign railways,TRUE,FALSE,TRUE
Argentine North Eastern Railway,RL005,1913,30/06/1913,LD,10/12/1913,equity,debenture,C,,foreign railways,TRUE,FALSE,TRUE
Argentine North Eastern Railway,RL005,1913,30/06/1913,LD,10/12/1913,debt,debenture,,,foreign railways,TRUE,FALSE,TRUE
Argentine North Eastern Railway,RL005,1913,30/06/1913,FC,11/12/1913,equity,common,,,foreign railways,TRUE,FALSE,TRUE
Argentine North Eastern Railway,RL005,1913,30/06/1913,FC,11/12/1913,equity,debenture,A,,foreign railways,TRUE,FALSE,TRUE
Argentine North Eastern Railway,RL005,1913,30/06/1913,FC,11/12/1913,debt,debenture,,,foreign railways,TRUE,FALSE,TRUE
Argentine North Eastern Railway,RL005,1913,30/06/1913,FC,11/12/1913,equity,debenture,B,,foreign railways,TRUE,TRUE,TRUE
Argentine North Eastern Railway,RL005,1913,30/06/1913,FC,11/12/1913,debt,debenture,,,foreign railways,TRUE,FALSE,TRUE
Argentine North Eastern Railway,RL005,1913,30/06/1913,FC,11/12/1913,equity,debenture,C,,foreign railways,TRUE,FALSE,TRUE
Argentine North Eastern Railway,RL005,1913,30/06/1913,FC,11/12/1913,debt,debenture,,,foreign railways,TRUE,TRUE,TRUE
Argentine North Eastern Railway,RL005,1913,30/06/1913,LC,18/12/1913,equity,common,,,foreign railways,TRUE,FALSE,TRUE
Argentine North Eastern Railway,RL005,1913,30/06/1913,LC,18/12/1913,equity,debenture,A,,foreign railways,TRUE,FALSE,TRUE
Argentine North Eastern Railway,RL005,1913,30/06/1913,LC,18/12/1913,debt,debenture,,,foreign railways,TRUE,FALSE,TRUE
Argentine North Eastern Railway,RL005,1913,30/06/1913,LC,18/12/1913,equity,debenture,B,,foreign railways,TRUE,FALSE,TRUE
Argentine North Eastern Railway,RL005,1913,30/06/1913,LC,18/12/1913,debt,debenture,,,foreign railways,TRUE,TRUE,TRUE
Argentine North Eastern Railway,RL005,1913,30/06/1913,LC,18/12/1913,equity,debenture,C,,foreign railways,TRUE,FALSE,TRUE
Argentine North Eastern Railway,RL005,1913,30/06/1913,LC,18/12/1913,debt,debenture,,,foreign railways,TRUE,FALSE,TRUE
Argentine North Eastern Railway,RL005,1913,30/06/1913,GM,18/12/1913,equity,common,,,foreign railways,TRUE,FALSE,TRUE
Argentine North Eastern Railway,RL005,1913,30/06/1913,GM,18/12/1913,equity,debenture,A,,foreign railways,TRUE,FALSE,TRUE
Argentine North Eastern Railway,RL005,1913,30/06/1913,GM,18/12/1913,debt,debenture,,,foreign railways,TRUE,FALSE,TRUE
Argentine North Eastern Railway,RL005,1913,30/06/1913,GM,18/12/1913,equity,debenture,B,,foreign railways,TRUE,FALSE,TRUE
Argentine North Eastern Railway,RL005,1913,30/06/1913,GM,18/12/1913,debt,debenture,,,foreign railways,TRUE,TRUE,TRUE
Argentine North Eastern Railway,RL005,1913,30/06/1913,GM,18/12/1913,equity,debenture,C,,foreign railways,TRUE,FALSE,TRUE
Argentine North Eastern Railway,RL005,1913,30/06/1913,GM,18/12/1913,debt,debenture,,,foreign railways,TRUE,FALSE,TRUE
Assam Bengal Railway,RL006,1913,30/09/1913,LD,07/06/1913,equity,common,,,indian railways,FALSE,FALSE,FALSE
Assam Bengal Railway,RL006,1913,30/09/1913,LD,07/06/1913,equity,preferred,,,indian railways,TRUE,FALSE,TRUE
Assam Bengal Railway,RL006,1913,30/09/1913,AU,18/06/1913,equity,common,,,indian railways,FALSE,FALSE,FALSE
Assam Bengal Railway,RL006,1913,30/09/1913,AU,18/06/1913,equity,preferred,,,indian railways,TRUE,FALSE,TRUE
Assam Bengal Railway,RL006,1913,30/09/1913,GM,30/06/1913,equity,common,,,indian railways,FALSE,FALSE,FALSE
Assam Bengal Railway,RL006,1913,30/09/1913,GM,30/06/1913,equity,preferred,,,indian railways,TRUE,TRUE,TRUE
Barry Railway Company,RL007,1913,31/12/1913,LD,13/01/1914,equity,common,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Barry Railway Company,RL007,1913,31/12/1913,LD,13/01/1914,equity,preferred,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Barry Railway Company,RL007,1913,31/12/1913,LD,13/01/1914,equity,deferred,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Barry Railway Company,RL007,1913,31/12/1913,LD,13/01/1914,equity,debenture,,,railways - debenture stocks,TRUE,FALSE,TRUE
Barry Railway Company,RL007,1913,31/12/1913,LD,13/01/1914,equity,preferred,first,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Barry Railway Company,RL007,1913,31/12/1913,LD,13/01/1914,equity,preferred,consolidated,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Barry Railway Company,RL007,1913,31/12/1913,LD,13/01/1914,equity,preferred,third,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Barry Railway Company,RL007,1913,31/12/1913,AU,06/02/1914,equity,common,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Barry Railway Company,RL007,1913,31/12/1913,AU,06/02/1914,equity,preferred,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Barry Railway Company,RL007,1913,31/12/1913,AU,06/02/1914,equity,deferred,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Barry Railway Company,RL007,1913,31/12/1913,AU,06/02/1914,equity,debenture,,,railways - debenture stocks,TRUE,TRUE,TRUE
Barry Railway Company,RL007,1913,31/12/1913,AU,06/02/1914,equity,preferred,first,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Barry Railway Company,RL007,1913,31/12/1913,AU,06/02/1914,equity,preferred,consolidated,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Barry Railway Company,RL007,1913,31/12/1913,AU,06/02/1914,equity,preferred,third,,railways - preferrence shares and stocks,TRUE,TRUE,TRUE
Barry Railway Company,RL007,1913,31/12/1913,FC,06/02/1914,equity,common,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Barry Railway Company,RL007,1913,31/12/1913,FC,06/02/1914,equity,preferred,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Barry Railway Company,RL007,1913,31/12/1913,FC,06/02/1914,equity,deferred,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Barry Railway Company,RL007,1913,31/12/1913,FC,06/02/1914,equity,debenture,,,railways - debenture stocks,TRUE,TRUE,TRUE
Barry Railway Company,RL007,1913,31/12/1913,FC,06/02/1914,equity,preferred,first,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Barry Railway Company,RL007,1913,31/12/1913,FC,06/02/1914,equity,preferred,consolidated,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Barry Railway Company,RL007,1913,31/12/1913,FC,06/02/1914,equity,preferred,third,,railways - preferrence shares and stocks,TRUE,TRUE,TRUE
Barry Railway Company,RL007,1913,31/12/1913,LC,20/02/1914,equity,common,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Barry Railway Company,RL007,1913,31/12/1913,LC,20/02/1914,equity,preferred,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Barry Railway Company,RL007,1913,31/12/1913,LC,20/02/1914,equity,deferred,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Barry Railway Company,RL007,1913,31/12/1913,LC,20/02/1914,equity,debenture,,,railways - debenture stocks,TRUE,TRUE,TRUE
Barry Railway Company,RL007,1913,31/12/1913,LC,20/02/1914,equity,preferred,first,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Barry Railway Company,RL007,1913,31/12/1913,LC,20/02/1914,equity,preferred,consolidated,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Barry Railway Company,RL007,1913,31/12/1913,LC,20/02/1914,equity,preferred,third,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Barry Railway Company,RL007,1913,31/12/1913,GM,20/02/1914,equity,common,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Barry Railway Company,RL007,1913,31/12/1913,GM,20/02/1914,equity,preferred,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Barry Railway Company,RL007,1913,31/12/1913,GM,20/02/1914,equity,deferred,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Barry Railway Company,RL007,1913,31/12/1913,GM,20/02/1914,equity,debenture,,,railways - debenture stocks,TRUE,TRUE,TRUE
Barry Railway Company,RL007,1913,31/12/1913,GM,20/02/1914,equity,preferred,first,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Barry Railway Company,RL007,1913,31/12/1913,GM,20/02/1914,equity,preferred,consolidated,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Barry Railway Company,RL007,1913,31/12/1913,GM,20/02/1914,equity,preferred,third,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Bengal & North Western Railway,RL008,1913,30/03/1913,AU,14/01/1914,equity,common,,,indian railways,TRUE,FALSE,TRUE
Bengal & North Western Railway,RL008,1913,30/03/1913,AU,14/01/1914,equity,preferred,first,,indian railways,TRUE,FALSE,TRUE
Bengal & North Western Railway,RL008,1913,30/03/1913,AU,14/01/1914,equity,preferred,second,,indian railways,TRUE,FALSE,TRUE
Bengal & North Western Railway,RL008,1913,30/03/1913,AU,14/01/1914,equity,debenture,,,indian railways,TRUE,FALSE,TRUE
Bengal & North Western Railway,RL008,1913,30/03/1913,LD,17/01/1914,equity,common,,,indian railways,TRUE,TRUE,TRUE
Bengal & North Western Railway,RL008,1913,30/03/1913,LD,17/01/1914,equity,preferred,first,,indian railways,TRUE,FALSE,TRUE
Bengal & North Western Railway,RL008,1913,30/03/1913,LD,17/01/1914,equity,preferred,second,,indian railways,TRUE,FALSE,TRUE
Bengal & North Western Railway,RL008,1913,30/03/1913,LD,17/01/1914,equity,debenture,,,indian railways,TRUE,FALSE,TRUE
Bengal & North Western Railway,RL008,1913,30/03/1913,GM,27/01/1914,equity,common,,,indian railways,TRUE,TRUE,TRUE
Bengal & North Western Railway,RL008,1913,30/03/1913,GM,27/01/1914,equity,preferred,first,,indian railways,TRUE,FALSE,TRUE
Bengal & North Western Railway,RL008,1913,30/03/1913,GM,27/01/1914,equity,preferred,second,,indian railways,TRUE,TRUE,TRUE
