company,id,year,year end date,event,event date,liability,instrument,type,subtype,section,traded,price,spread
Caledonian Railway,RL016,1913,31/12/1913,LC,24/02/1914,equity,deferred,converted,,railways - ordinary shares and stocks,TRUE,TRUE,TRUE
Caledonian Railway,RL016,1913,31/12/1913,LC,24/02/1914,equity,deferred,ordinary,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Caledonian Railway,RL016,1913,31/12/1913,LC,24/02/1914,equity,debenture,,,railways - debenture stocks,TRUE,FALSE,TRUE
Caledonian Railway,RL016,1913,31/12/1913,LC,24/02/1914,equity,guaranteed,annuities,,railways - guaranteed shares and stocks,TRUE,FALSE,TRUE
Caledonian Railway,RL016,1913,31/12/1913,LC,24/02/1914,equity,guaranteed,consolidated,,railways - guaranteed shares and stocks,TRUE,TRUE,TRUE
Caledonian Railway,RL016,1913,31/12/1913,LC,24/02/1914,equity,preferred,consolidated,first,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Caledonian Railway,RL016,1913,31/12/1913,LC,24/02/1914,equity,preferred,consolidated,second - 4%,railways - preferrence shares and stocks,TRUE,TRUE,TRUE
Caledonian Railway,RL016,1913,31/12/1913,LC,24/02/1914,equity,preferred,consolidated,second - 5%,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Caledonian Railway,RL016,1913,31/12/1913,LC,24/02/1914,equity,preferred,1884,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Caledonian Railway,RL016,1913,31/12/1913,LC,24/02/1914,equity,preferred,1887,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Caledonian Railway,RL016,1913,31/12/1913,LC,24/02/1914,equity,preferred,1902,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Caledonian Railway,RL016,1913,31/12/1913,LC,24/02/1914,equity,preferred,1904,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Caledonian Railway,RL016,1913,31/12/1913,LC,24/02/1914,equity,preferred,1906,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Caledonian Railway,RL016,1913,31/12/1913,GM,24/02/1914,equity,common,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Caledonian Railway,RL016,1913,31/12/1913,GM,24/02/1914,equity,preferred,,,railways - ordinary shares and stocks,TRUE,TRUE,TRUE
Caledonian Railway,RL016,1913,31/12/1913,GM,24/02/1914,equity,deferred,converted,,railways - ordinary shares and stocks,TRUE,TRUE,TRUE
Caledonian Railway,RL016,1913,31/12/1913,GM,24/02/1914,equity,deferred,ordinary,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Caledonian Railway,RL016,1913,31/12/1913,GM,24/02/1914,equity,debenture,,,railways - debenture stocks,TRUE,FALSE,TRUE
Caledonian Railway,RL016,1913,31/12/1913,GM,24/02/1914,equity,guaranteed,annuities,,railways - guaranteed shares and stocks,TRUE,FALSE,TRUE
Caledonian Railway,RL016,1913,31/12/1913,GM,24/02/1914,equity,guaranteed,consolidated,,railways - guaranteed shares and stocks,TRUE,TRUE,TRUE
Caledonian Railway,RL016,1913,31/12/1913,GM,24/02/1914,equity,preferred,consolidated,first,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Caledonian Railway,RL016,1913,31/12/1913,GM,24/02/1914,equity,preferred,consolidated,second - 4%,railways - preferrence shares and stocks,TRUE,TRUE,TRUE
Caledonian Railway,RL016,1913,31/12/1913,GM,24/02/1914,equity,preferred,consolidated,second - 5%,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Caledonian Railway,RL016,1913,31/12/1913,GM,24/02/1914,equity,preferred,1884,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Caledonian Railway,RL016,1913,31/12/1913,GM,24/02/1914,equity,preferred,1887,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Caledonian Railway,RL016,1913,31/12/1913,GM,24/02/1914,equity,preferred,1902,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Caledonian Railway,RL016,1913,31/12/1913,GM,24/02/1914,equity,preferred,1904,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Caledonian Railway,RL016,1913,31/12/1913,GM,24/02/1914,equity,preferred,1906,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,LD,27/01/1914,equity,common,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,LD,27/01/1914,equity,consolidated,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,LD,27/01/1914,equity,debenture,A,,railways - debenture stocks,TRUE,TRUE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,LD,27/01/1914,equity,debenture,B,,railways - debenture stocks,TRUE,FALSE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,LD,27/01/1914,equity,debenture,C,,railways - debenture stocks,TRUE,FALSE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,LD,27/01/1914,equity,debenture,D,,railways - debenture stocks,TRUE,FALSE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,LD,27/01/1914,equity,preferred,first,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,LD,27/01/1914,equity,preferred,second,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,LD,27/01/1914,equity,preferred,third,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,LD,27/01/1914,equity,preferred,fourth,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,AU,13/02/1914,equity,common,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,AU,13/02/1914,equity,consolidated,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,AU,13/02/1914,equity,debenture,A,,railways - debenture stocks,TRUE,FALSE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,AU,13/02/1914,equity,debenture,B,,railways - debenture stocks,TRUE,TRUE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,AU,13/02/1914,equity,debenture,C,,railways - debenture stocks,TRUE,FALSE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,AU,13/02/1914,equity,debenture,D,,railways - debenture stocks,TRUE,FALSE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,AU,13/02/1914,equity,preferred,first,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,AU,13/02/1914,equity,preferred,second,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,AU,13/02/1914,equity,preferred,third,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,AU,13/02/1914,equity,preferred,fourth,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,FC,16/02/1914,equity,common,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,FC,16/02/1914,equity,consolidated,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,FC,16/02/1914,equity,debenture,A,,railways - debenture stocks,TRUE,FALSE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,FC,16/02/1914,equity,debenture,B,,railways - debenture stocks,TRUE,FALSE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,FC,16/02/1914,equity,debenture,C,,railways - debenture stocks,TRUE,FALSE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,FC,16/02/1914,equity,debenture,D,,railways - debenture stocks,TRUE,FALSE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,FC,16/02/1914,equity,preferred,first,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,FC,16/02/1914,equity,preferred,second,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,FC,16/02/1914,equity,preferred,third,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,FC,16/02/1914,equity,preferred,fourth,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,GM,27/02/1914,equity,common,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,GM,27/02/1914,equity,consolidated,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,GM,27/02/1914,equity,debenture,A,,railways - debenture stocks,TRUE,FALSE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,GM,27/02/1914,equity,debenture,B,,railways - debenture stocks,TRUE,FALSE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,GM,27/02/1914,equity,debenture,C,,railways - debenture stocks,TRUE,FALSE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,GM,27/02/1914,equity,debenture,D,,railways - debenture stocks,TRUE,TRUE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,GM,27/02/1914,equity,preferred,first,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,GM,27/02/1914,equity,preferred,second,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,GM,27/02/1914,equity,preferred,third,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,GM,27/02/1914,equity,preferred,fourth,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,LC,28/02/1914,equity,common,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,LC,28/02/1914,equity,consolidated,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,LC,28/02/1914,equity,debenture,A,,railways - debenture stocks,TRUE,FALSE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,LC,28/02/1914,equity,debenture,B,,railways - debenture stocks,TRUE,FALSE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,LC,28/02/1914,equity,debenture,C,,railways - debenture stocks,TRUE,FALSE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,LC,28/02/1914,equity,debenture,D,,railways - debenture stocks,TRUE,FALSE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,LC,28/02/1914,equity,preferred,first,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,LC,28/02/1914,equity,preferred,second,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,LC,28/02/1914,equity,preferred,third,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Cambrian Railways,RL017,1913,31/12/1913,LC,28/02/1914,equity,preferred,fourth,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Canadian Pacific Railway,RL018,1913,30/06/1913,AU,08/08/1913,equity,common,,,railways - british possessions,TRUE,TRUE,TRUE
Canadian Pacific Railway,RL018,1913,30/06/1913,AU,08/08/1913,debt,certificate,,,railways - british possessions,TRUE,FALSE,TRUE
Canadian Pacific Railway,RL018,1913,30/06/1913,AU,08/08/1913,equity,preferred,non-cumulative,,railways - british possessions,TRUE,TRUE,TRUE
Canadian Pacific Railway,RL018,1913,30/06/1913,AU,08/08/1913,debt,bond,,,railways - british possessions,TRUE,FALSE,TRUE
Canadian Pacific Railway,RL018,1913,30/06/1913,AU,08/08/1913,debt,bond,,,railways - british possessions,TRUE,TRUE,TRUE
Canadian Pacific Railway,RL018,1913,30/06/1913,AU,08/08/1913,debt,bond,,,railways - british possessions,TRUE,FALSE,TRUE
Canadian Pacific Railway,RL018,1913,30/06/1913,LD,11/08/1913,equity,common,,,railways - british possessions,FALSE,FALSE,FALSE
Canadian Pacific Railway,RL019,1913,01/07/1913,LD,11/08/1913,debt,certificate,,,railways - british possessions,TRUE,TRUE,TRUE
Canadian Pacific Railway,RL020,1913,02/07/1913,LD,11/08/1913,equity,preferred,non-cumulative,,railways - british possessions,TRUE,TRUE,TRUE
Canadian Pacific Railway,RL021,1913,03/07/1913,LD,11/08/1913,debt,bond,,,railways - british possessions,TRUE,FALSE,TRUE
Canadian Pacific Railway,RL022,1913,04/07/1913,LD,11/08/1913,debt,bond,,,railways - british possessions,TRUE,TRUE,TRUE
Canadian Pacific Railway,RL023,1913,05/07/1913,LD,11/08/1913,debt,bond,,,railways - british possessions,TRUE,FALSE,TRUE
Canadian Pacific Railway,RL018,1913,30/06/1913,FC,13/08/1913,equity,common,,,railways - british possessions,FALSE,FALSE,FALSE
Canadian Pacific Railway,RL018,1913,30/06/1913,FC,13/08/1913,debt,certificate,,,railways - british possessions,TRUE,TRUE,TRUE
Canadian Pacific Railway,RL018,1913,30/06/1913,FC,13/08/1913,equity,preferred,non-cumulative,,railways - british possessions,TRUE,TRUE,TRUE
Canadian Pacific Railway,RL018,1913,30/06/1913,FC,13/08/1913,debt,bond,,,railways - british possessions,TRUE,TRUE,TRUE
Canadian Pacific Railway,RL018,1913,30/06/1913,FC,13/08/1913,debt,bond,,,railways - british possessions,TRUE,TRUE,TRUE
Canadian Pacific Railway,RL018,1913,30/06/1913,FC,13/08/1913,debt,bond,,,railways - british possessions,TRUE,FALSE,TRUE
Canadian Pacific Railway,RL018,1913,30/06/1913,GM,01/10/1913,equity,common,,,railways - british possessions,TRUE,TRUE,TRUE
Canadian Pacific Railway,RL018,1913,30/06/1913,GM,01/10/1913,debt,certificate,,,railways - british possessions,TRUE,TRUE,TRUE
Canadian Pacific Railway,RL018,1913,30/06/1913,GM,01/10/1913,equity,preferred,non-cumulative,,railways - british possessions,TRUE,TRUE,TRUE
Canadian Pacific Railway,RL018,1913,30/06/1913,GM,01/10/1913,debt,bond,,,railways - british possessions,TRUE,FALSE,TRUE
Canadian Pacific Railway,RL018,1913,30/06/1913,GM,01/10/1913,debt,bond,,,railways - british possessions,TRUE,TRUE,TRUE
Canadian Pacific Railway,RL018,1913,30/06/1913,GM,01/10/1913,debt,bond,,,railways - british possessions,TRUE,FALSE,TRUE
Canadian Pacific Railway,RL018,1913,30/06/1913,LC,02/10/1913,equity,common,,,railways - british possessions,FALSE,FALSE,FALSE
Canadian Pacific Railway,RL018,1913,30/06/1913,LC,02/10/1913,debt,certificate,,,railways - british possessions,TRUE,TRUE,TRUE
Canadian Pacific Railway,RL018,1913,30/06/1913,LC,02/10/1913,equity,preferred,non-cumulative,,railways - british possessions,TRUE,TRUE,TRUE
Canadian Pacific Railway,RL018,1913,30/06/1913,LC,02/10/1913,debt,bond,,,railways - british possessions,TRUE,FALSE,TRUE
Canadian Pacific Railway,RL018,1913,30/06/1913,LC,02/10/1913,debt,bond,,,railways - british possessions,TRUE,TRUE,TRUE
Canadian Pacific Railway,RL018,1913,30/06/1913,LC,02/10/1913,debt,bond,,,railways - british possessions,TRUE,FALSE,TRUE
Cardiff Railway,RL019,1913,31/12/1913,LD,17/01/1914,equity,common,,,railways - ordinary shares and stocks,FALSE,FALSE,FALSE
Cardiff Railway,RL019,1913,31/12/1913,LD,17/01/1914,equity,preferred,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Cardiff Railway,RL019,1913,31/12/1913,LD,17/01/1914,equity,debenture,,,railways - debenture stocks,TRUE,FALSE,TRUE
Cardiff Railway,RL019,1913,31/12/1913,AU,29/01/1914,equity,common,,,railways - ordinary shares and stocks,FALSE,FALSE,FALSE
Cardiff Railway,RL019,1913,31/12/1913,AU,29/01/1914,equity,preferred,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Cardiff Railway,RL019,1913,31/12/1913,AU,29/01/1914,equity,debenture,,,railways - debenture stocks,TRUE,FALSE,TRUE
Cardiff Railway,RL019,1913,31/12/1913,FC,29/01/1914,equity,common,,,railways - ordinary shares and stocks,FALSE,FALSE,FALSE
Cardiff Railway,RL019,1913,31/12/1913,FC,29/01/1914,equity,preferred,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Cardiff Railway,RL019,1913,31/12/1913,FC,29/01/1914,equity,debenture,,,railways - debenture stocks,TRUE,FALSE,TRUE
Cardiff Railway,RL019,1913,31/12/1913,LC,12/02/1914,equity,common,,,railways - ordinary shares and stocks,FALSE,FALSE,FALSE
Cardiff Railway,RL019,1913,31/12/1913,LC,12/02/1914,equity,preferred,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Cardiff Railway,RL019,1913,31/12/1913,LC,12/02/1914,equity,debenture,,,railways - debenture stocks,TRUE,FALSE,TRUE
Cardiff Railway,RL019,1913,31/12/1913,GM,12/02/1914,equity,common,,,railways - ordinary shares and stocks,FALSE,FALSE,FALSE
Cardiff Railway,RL019,1913,31/12/1913,GM,12/02/1914,equity,preferred,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Cardiff Railway,RL019,1913,31/12/1913,GM,12/02/1914,equity,debenture,,,railways - debenture stocks,TRUE,FALSE,TRUE
Central Argentine Railway,RL020,1913,30/06/1913,AU,13/10/1913,equity,common,,,foreign railways,TRUE,TRUE,TRUE
Central Argentine Railway,RL020,1913,30/06/1913,AU,13/10/1913,equity,deferred,,,foreign railways,TRUE,FALSE,TRUE
Central Argentine Railway,RL020,1913,30/06/1913,AU,13/10/1913,equity,preferred,,,foreign railways,TRUE,TRUE,TRUE
Central Argentine Railway,RL020,1913,30/06/1913,AU,13/10/1913,equity,debenture,4%,,foreign railways,TRUE,TRUE,TRUE
Central Argentine Railway,RL020,1913,30/06/1913,AU,13/10/1913,equity,debenture,3-1/2%,,foreign railways,TRUE,FALSE,TRUE
Central Argentine Railway,RL020,1913,30/06/1913,LD,15/10/1913,equity,common,,,foreign railways,TRUE,TRUE,TRUE
Central Argentine Railway,RL020,1913,30/06/1913,LD,15/10/1913,equity,deferred,,,foreign railways,TRUE,FALSE,TRUE
Central Argentine Railway,RL020,1913,30/06/1913,LD,15/10/1913,equity,preferred,,,foreign railways,TRUE,TRUE,TRUE
Central Argentine Railway,RL020,1913,30/06/1913,LD,15/10/1913,equity,debenture,4%,,foreign railways,TRUE,TRUE,TRUE
Central Argentine Railway,RL020,1913,30/06/1913,LD,15/10/1913,equity,debenture,3-1/2%,,foreign railways,TRUE,FALSE,TRUE
Central Argentine Railway,RL020,1913,30/06/1913,GM,23/10/1913,equity,common,,,foreign railways,TRUE,TRUE,TRUE
Central Argentine Railway,RL020,1913,30/06/1913,GM,23/10/1913,equity,deferred,,,foreign railways,TRUE,FALSE,TRUE
Central Argentine Railway,RL020,1913,30/06/1913,GM,23/10/1913,equity,preferred,,,foreign railways,TRUE,TRUE,TRUE
Central Argentine Railway,RL020,1913,30/06/1913,GM,23/10/1913,equity,debenture,4%,,foreign railways,TRUE,TRUE,TRUE
Central Argentine Railway,RL020,1913,30/06/1913,GM,23/10/1913,equity,debenture,3-1/2%,,foreign railways,TRUE,FALSE,TRUE
Central London Railway,RL021,1913,31/12/1913,LD,03/02/1914,equity,common,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Central London Railway,RL021,1913,31/12/1913,LD,03/02/1914,equity,common,guaranteed,,railways - ordinary shares and stocks,TRUE,TRUE,TRUE
Central London Railway,RL021,1913,31/12/1913,LD,03/02/1914,equity,preferred,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Central London Railway,RL021,1913,31/12/1913,LD,03/02/1914,equity,preferred,guaranteed,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Central London Railway,RL021,1913,31/12/1913,LD,03/02/1914,equity,deferred,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Central London Railway,RL021,1913,31/12/1913,LD,03/02/1914,equity,deferred,guaranteed,,railways - ordinary shares and stocks,TRUE,TRUE,TRUE
Central London Railway,RL021,1913,31/12/1913,LD,03/02/1914,equity,debenture,,,railways - debenture stocks,TRUE,FALSE,TRUE
Central London Railway,RL021,1913,31/12/1913,LD,03/02/1914,equity,preferred,,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Central London Railway,RL021,1913,31/12/1913,AU,09/02/1914,equity,common,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Central London Railway,RL021,1913,31/12/1913,AU,09/02/1914,equity,common,guaranteed,,railways - ordinary shares and stocks,TRUE,TRUE,TRUE
Central London Railway,RL021,1913,31/12/1913,AU,09/02/1914,equity,preferred,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Central London Railway,RL021,1913,31/12/1913,AU,09/02/1914,equity,preferred,guaranteed,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Central London Railway,RL021,1913,31/12/1913,AU,09/02/1914,equity,deferred,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Central London Railway,RL021,1913,31/12/1913,AU,09/02/1914,equity,deferred,guaranteed,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Central London Railway,RL021,1913,31/12/1913,AU,09/02/1914,equity,debenture,,,railways - debenture stocks,TRUE,FALSE,TRUE
Central London Railway,RL021,1913,31/12/1913,AU,09/02/1914,equity,preferred,,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Central London Railway,RL021,1913,31/12/1913,FC,11/02/1914,equity,common,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Central London Railway,RL021,1913,31/12/1913,FC,11/02/1914,equity,common,guaranteed,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Central London Railway,RL021,1913,31/12/1913,FC,11/02/1914,equity,preferred,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Central London Railway,RL021,1913,31/12/1913,FC,11/02/1914,equity,preferred,guaranteed,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Central London Railway,RL021,1913,31/12/1913,FC,11/02/1914,equity,deferred,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Central London Railway,RL021,1913,31/12/1913,FC,11/02/1914,equity,deferred,guaranteed,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Central London Railway,RL021,1913,31/12/1913,FC,11/02/1914,equity,debenture,,,railways - debenture stocks,TRUE,FALSE,TRUE
Central London Railway,RL021,1913,31/12/1913,FC,11/02/1914,equity,preferred,,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Central London Railway,RL021,1913,31/12/1913,LC,19/02/1914,equity,common,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Central London Railway,RL021,1913,31/12/1913,LC,19/02/1914,equity,common,guaranteed,,railways - ordinary shares and stocks,TRUE,TRUE,TRUE
Central London Railway,RL021,1913,31/12/1913,LC,19/02/1914,equity,preferred,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Central London Railway,RL021,1913,31/12/1913,LC,19/02/1914,equity,preferred,guaranteed,,railways - ordinary shares and stocks,TRUE,TRUE,TRUE
Central London Railway,RL021,1913,31/12/1913,LC,19/02/1914,equity,deferred,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Central London Railway,RL021,1913,31/12/1913,LC,19/02/1914,equity,deferred,guaranteed,,railways - ordinary shares and stocks,TRUE,TRUE,TRUE
Central London Railway,RL021,1913,31/12/1913,LC,19/02/1914,equity,debenture,,,railways - debenture stocks,TRUE,FALSE,TRUE
Central London Railway,RL021,1913,31/12/1913,LC,19/02/1914,equity,preferred,,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Central London Railway,RL021,1913,31/12/1913,GM,19/02/1914,equity,common,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Central London Railway,RL021,1913,31/12/1913,GM,19/02/1914,equity,common,guaranteed,,railways - ordinary shares and stocks,TRUE,TRUE,TRUE
Central London Railway,RL021,1913,31/12/1913,GM,19/02/1914,equity,preferred,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Central London Railway,RL021,1913,31/12/1913,GM,19/02/1914,equity,preferred,guaranteed,,railways - ordinary shares and stocks,TRUE,TRUE,TRUE
Central London Railway,RL021,1913,31/12/1913,GM,19/02/1914,equity,deferred,,,railways - ordinary shares and stocks,TRUE,FALSE,TRUE
Central London Railway,RL021,1913,31/12/1913,GM,19/02/1914,equity,deferred,guaranteed,,railways - ordinary shares and stocks,TRUE,TRUE,TRUE
Central London Railway,RL021,1913,31/12/1913,GM,19/02/1914,equity,debenture,,,railways - debenture stocks,TRUE,FALSE,TRUE
Central London Railway,RL021,1913,31/12/1913,GM,19/02/1914,equity,preferred,,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
Central Uruguay Railway & Extensions,RL022,1913,30/06/1913,AU,07/10/1913,equity,common,,,no record found for company,FALSE,FALSE,FALSE
Central Uruguay Railway & Extensions,RL022,1913,30/06/1913,FC,07/10/1913,equity,common,,,no record found for company,FALSE,FALSE,FALSE
Central Uruguay Railway & Extensions,RL022,1913,30/06/1913,LD,10/10/1913,equity,common,,,no record found for company,FALSE,FALSE,FALSE
Central Uruguay Railway & Extensions,RL022,1913,30/06/1913,LC,21/10/1913,equity,common,,,no record found for company,FALSE,FALSE,FALSE
Central Uruguay Railway & Extensions,RL022,1913,30/06/1913,GM,21/10/1913,equity,common,,,no record found for company,FALSE,FALSE,FALSE
City & South London Railway,RL023,1913,31/12/1913,LD,02/02/1914,equity,common,,,railways - ordinary shares and stocks,TRUE,FALSE,FALSE
City & South London Railway,RL023,1913,31/12/1913,LD,02/02/1914,equity,debenture,,,railways - debenture stocks,TRUE,TRUE,TRUE
City & South London Railway,RL023,1913,31/12/1913,LD,02/02/1914,equity,preferred,issued 1891,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
City & South London Railway,RL023,1913,31/12/1913,LD,02/02/1914,equity,preferred,issued 1896,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
City & South London Railway,RL023,1913,31/12/1913,LD,02/02/1914,equity,preferred,issued 1901,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
City & South London Railway,RL023,1913,31/12/1913,LD,02/02/1914,equity,preferred,issued 1903,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
City & South London Railway,RL023,1913,31/12/1913,AU,06/02/1914,equity,common,,,railways - ordinary shares and stocks,TRUE,FALSE,FALSE
City & South London Railway,RL023,1913,31/12/1913,AU,06/02/1914,equity,debenture,,,railways - debenture stocks,TRUE,FALSE,TRUE
City & South London Railway,RL023,1913,31/12/1913,AU,06/02/1914,equity,preferred,issued 1891,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
City & South London Railway,RL023,1913,31/12/1913,AU,06/02/1914,equity,preferred,issued 1896,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
City & South London Railway,RL023,1913,31/12/1913,AU,06/02/1914,equity,preferred,issued 1901,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
City & South London Railway,RL023,1913,31/12/1913,AU,06/02/1914,equity,preferred,issued 1903,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
City & South London Railway,RL023,1913,31/12/1913,FC,10/02/1914,equity,common,,,railways - ordinary shares and stocks,TRUE,FALSE,FALSE
City & South London Railway,RL023,1913,31/12/1913,FC,10/02/1914,equity,debenture,,,railways - debenture stocks,TRUE,FALSE,TRUE
City & South London Railway,RL023,1913,31/12/1913,FC,10/02/1914,equity,preferred,issued 1891,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
City & South London Railway,RL023,1913,31/12/1913,FC,10/02/1914,equity,preferred,issued 1896,,railways - preferrence shares and stocks,TRUE,FALSE,TRUE
